Time (s), Geiger Counts (counts/sample)
1.000,3
2.000,1
3.000,4
4.000,3
5.000,5
6.000,3
7.000,6
8.000,8
9.000,1
10.000,3
11.000,3
12.000,1
13.000,4
14.000,6
15.000,7
16.000,6
17.000,6
18.000,3
19.000,9
20.000,2
21.000,5
22.000,5
23.000,5
24.000,4
25.000,10
26.000,3
27.000,6
28.000,5
29.000,4
30.000,6
31.000,4
32.000,5
33.000,2
34.000,4
