Time (s), Geiger Counts (counts/sample)
1.000,7
2.000,9
3.000,9
4.000,8
5.000,5
6.000,9
7.000,8
8.000,7
9.000,6
10.000,6
11.000,1
12.000,6
13.000,6
14.000,10
15.000,9
16.000,7
17.000,13
18.000,5
19.000,10
20.000,5
21.000,4
22.000,7
23.000,9
24.000,4
25.000,9
26.000,7
27.000,7
28.000,11
29.000,12
30.000,5
31.000,7
