Time (s), Geiger Counts (counts/sample)
1.000,5
2.000,0
3.000,4
4.000,7
5.000,8
6.000,2
7.000,3
8.000,2
9.000,1
10.000,3
11.000,5
12.000,3
13.000,2
14.000,5
15.000,2
16.000,4
17.000,3
18.000,3
19.000,4
20.000,3
21.000,5
22.000,4
23.000,2
24.000,2
25.000,3
26.000,6
27.000,2
28.000,4
29.000,2
30.000,2
