Time (s), Geiger Counts (counts/sample)
1.000,1
2.000,0
3.000,0
4.000,0
5.000,0
6.000,0
7.000,0
8.000,1
9.000,0
10.000,1
11.000,1
12.000,1
13.000,0
14.000,0
15.000,0
16.000,0
17.000,0
18.000,0
19.000,1
20.000,0
21.000,0
22.000,1
23.000,0
24.000,2
25.000,1
26.000,0
27.000,2
28.000,0
29.000,0
30.000,1
